t_h,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,xmv_12,operator_phase
3.201,0.249943,3627.299419,4517.442424,9.21128,26.830788,42.432182,2696.969548,71.553017,120.429019,0.32897,80.350691,49.886141,2624.896119,25.306401,49.557972,3092.465342,23.247479,65.925031,228.831033,341.270994,94.609002,77.288478,32.120178,9.144866,26.116375,6.800786,18.536428,1.730225,32.840647,14.230167,23.875927,1.034045,18.308193,2.369825,4.922557,2.316736,0.027922,0.806825,0.090465,53.657249,44.485676,63.05263,53.979707,24.643558,61.301921,22.21,39.256955,37.986141,46.057972,47.445735,41.105813,18.113491,50.0,
3.215,0.250593,3662.62382,4487.087593,9.333035,26.644007,42.706655,2695.996568,72.214357,120.441909,0.331826,80.336965,50.100873,2625.005807,25.125936,50.893624,3092.103262,23.016466,65.934885,227.037617,341.351676,94.589732,77.287452,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.027922,0.806825,0.090465,53.657249,44.485676,63.05263,53.979707,24.643558,61.301921,22.21,39.159657,38.200873,47.393624,47.445735,41.105813,18.113491,50.0,
3.23,0.248614,3651.579963,4475.334699,9.398433,26.941992,42.443002,2696.080889,71.43574,120.439079,0.32636,80.347526,50.100508,2625.173121,25.565779,49.466395,3091.871958,23.852614,65.941219,229.087588,341.29998,94.605648,77.29585,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.027922,0.806825,0.090465,53.657249,44.485676,63.05263,53.979707,24.643558,61.301921,22.21,39.168089,38.200508,45.966395,47.445735,41.105813,18.113491,50.0,
3.244,0.24972,3622.089843,4495.181478,9.256061,27.034944,42.436926,2695.954853,71.282819,120.437158,0.32821,80.352312,49.421264,2625.241076,24.981258,50.289817,3092.535359,23.409057,65.946926,227.330935,341.491016,94.60833,77.310861,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.027922,0.806825,0.090465,53.657249,44.485676,63.05263,53.979707,24.643558,61.301921,22.21,39.155485,37.521264,46.789817,47.445735,41.105813,18.113491,50.0,
3.257,0.251041,3654.213312,4527.176323,9.377882,26.693201,42.136398,2696.136578,72.277119,120.435614,0.328532,80.340079,49.044974,2624.765771,25.365594,49.829849,3092.219439,22.752033,65.938024,229.979691,341.696897,94.593222,77.290612,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.173658,37.144974,46.329849,47.445735,41.105813,18.113491,50.0,
3.271,0.250438,3635.563402,4504.133576,9.469039,26.831158,42.429686,2695.732698,72.059815,120.430271,0.330855,80.323516,51.179228,2624.767784,24.809833,50.064333,3092.438225,22.409357,65.94772,228.910014,341.482884,94.588499,77.287856,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.13327,39.279228,46.564333,47.445735,41.105813,18.113491,50.0,
3.285,0.250682,3670.966227,4504.186531,9.302531,26.839211,42.868337,2696.491452,71.610617,120.426606,0.331624,80.333076,49.481064,2625.323737,25.107779,51.428811,3092.103648,23.033287,65.967627,229.892086,341.375582,94.585211,77.299504,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.209145,37.581064,47.928811,47.445735,41.105813,18.113491,50.0,
3.299,0.249074,3683.921786,4499.83519,9.315856,26.882392,42.139343,2696.136899,71.803331,120.431229,0.329694,80.362018,50.829179,2625.375488,25.160563,48.554843,3092.164891,22.939591,65.948263,226.935337,341.34882,94.600859,77.293057,32.208406,9.110666,25.80274,6.905091,18.980573,1.705682,32.811796,14.491548,23.554348,1.23751,17.803754,2.35825,4.847204,2.292385,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.17369,38.929179,45.054843,47.445735,41.105813,18.113491,50.0,
3.313,0.249349,3667.5167,4569.185882,9.319411,26.870046,42.475692,2696.01616,72.318191,120.429059,0.331395,80.32641,48.142028,2624.572659,25.720697,49.78916,3092.623822,23.374807,65.955819,227.923694,341.635285,94.60117,77.294893,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.161616,36.242028,46.28916,47.445735,41.105813,18.113491,50.0,
3.327,0.249446,3681.054534,4508.182929,9.387674,26.825826,42.437598,2696.173467,71.813266,120.425225,0.329573,80.330793,50.150036,2624.68236,25.319418,47.938974,3092.369666,23.235581,65.944791,228.382001,341.638495,94.587669,77.301659,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.177347,38.250036,44.438974,47.445735,41.105813,18.113491,50.0,
3.341,0.249783,3660.839517,4501.457394,9.389891,26.971199,42.212515,2696.170969,71.621227,120.43677,0.32982,80.334431,50.313242,2625.340861,24.80782,49.601406,3092.594797,23.084411,65.938112,227.794415,341.620469,94.602503,77.294104,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.177097,38.413242,46.101406,47.445735,41.105813,18.113491,50.0,
3.355,0.250151,3633.971284,4511.843663,9.361686,26.851987,42.431869,2696.162528,71.732334,120.446263,0.329181,80.348389,50.039,2625.068236,24.890543,51.340699,3092.600731,23.52168,65.929304,229.11499,341.417033,94.587809,77.299654,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.176253,38.139,47.840699,47.445735,41.105813,18.113491,50.0,
3.369,0.251066,3661.195239,4565.382638,9.28619,26.78804,42.6369,2695.71692,72.44352,120.431249,0.328606,80.342784,47.750641,2625.546937,25.088967,51.678439,3092.330695,22.981228,65.94144,227.811877,341.239209,94.592781,77.28925,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.131692,35.850641,48.178439,47.445735,41.105813,18.113491,50.0,
3.383,0.249976,3662.594598,4493.62598,9.369546,27.15473,41.927759,2696.102429,71.590919,120.44365,0.329377,80.338006,47.61741,2624.756812,25.490198,48.466712,3092.549279,23.091043,65.929493,229.938105,341.450379,94.600686,77.281567,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.170243,35.71741,44.966712,47.445735,41.105813,18.113491,50.0,
3.397,0.249734,3662.728013,4507.483989,9.383289,26.814741,42.729934,2696.028494,71.35134,120.43029,0.328002,80.32991,48.460189,2624.752109,25.813691,49.374889,3092.381541,23.14433,65.929829,228.802472,340.827669,94.579786,77.293192,32.215806,9.305424,25.903436,7.002246,18.534217,1.732612,33.262368,14.311981,23.257446,1.144263,18.141317,2.366543,4.943702,2.423813,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.162849,36.560189,45.874889,47.445735,41.105813,18.113491,50.0,
3.411,0.252542,3687.700048,4513.418681,9.369884,26.298868,42.394425,2696.491421,72.092535,120.442179,0.328788,80.338121,51.167194,2624.803434,24.724904,50.249098,3092.294213,23.000462,65.963623,226.947155,341.194131,94.601163,77.302268,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.209142,39.267194,46.749098,47.445735,41.105813,18.113491,50.0,
3.425,0.251059,3657.161833,4481.23836,9.298624,26.959914,42.025669,2696.161239,72.193874,120.433301,0.329439,80.328528,49.599658,2624.945513,24.924152,49.341844,3092.375228,23.046966,65.961069,229.198726,341.344957,94.600313,77.283493,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.176124,37.699658,45.841844,47.445735,41.105813,18.113491,50.0,
3.439,0.250854,3664.645101,4491.059993,9.350166,26.759294,42.247187,2696.294955,72.866858,120.438645,0.327676,80.331269,48.858811,2625.389261,25.053577,50.317172,3092.342513,22.605129,65.927413,228.7565,341.526701,94.594493,77.300216,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.189496,36.958811,46.817172,47.445735,41.105813,18.113491,50.0,
3.453,0.249228,3687.649854,4537.383578,9.362012,26.873452,42.581605,2696.509099,72.48645,120.425774,0.329069,80.332667,50.759885,2624.875616,24.752041,48.932495,3092.586872,22.994429,65.936522,228.807404,341.517801,94.601203,77.279938,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.21091,38.859885,45.432495,47.445735,41.105813,18.113491,50.0,
3.466,0.249028,3658.882051,4469.500212,9.310632,26.629677,42.426358,2696.453138,72.769785,120.437488,0.329599,80.336264,50.270098,2624.773211,24.76813,49.27597,3091.79974,22.677907,65.940888,228.639285,341.60509,94.595657,77.286818,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.205314,38.370098,45.77597,47.445735,41.105813,18.113491,50.0,
3.48,0.251062,3652.276453,4505.586493,9.401945,27.0375,41.990877,2695.795602,72.168124,120.444241,0.328661,80.323772,48.642139,2624.432501,24.766699,48.915326,3092.890394,23.03977,65.935582,229.13923,341.275422,94.596307,77.298527,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.13956,36.742139,45.415326,47.445735,41.105813,18.113491,50.0,
3.494,0.248252,3644.83883,4520.532078,9.357276,26.914526,42.198809,2696.520156,71.55631,120.412995,0.328625,80.331017,51.342789,2625.760142,25.154599,49.639162,3092.920992,22.883586,65.943257,229.756493,341.603882,94.595829,77.306502,32.002043,9.314184,25.856702,6.87479,18.559905,1.688403,32.957549,14.313475,23.517272,1.137799,18.441187,2.387982,4.885699,2.277561,0.033637,0.821996,0.115402,53.738813,44.959684,63.05263,53.979707,24.643558,61.301921,22.21,39.212016,39.442789,46.139162,47.445735,41.105813,18.113491,50.0,
3.508,0.250511,3616.294303,4514.334271,9.280767,26.740718,42.146406,2696.729071,72.101511,120.425993,0.325246,80.324062,49.354435,2625.239625,25.520032,50.140642,3092.666839,23.339746,65.948837,229.450285,341.336763,94.600336,77.294857,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.232907,37.454435,46.640642,47.445735,41.105813,18.113491,50.0,
3.522,0.252099,3648.880095,4498.652439,9.359839,26.697055,42.394112,2696.599386,71.226264,120.414193,0.327776,80.331088,48.550828,2625.715954,24.66318,50.094486,3092.282883,22.961359,65.953528,226.224371,340.977028,94.5838,77.304486,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.219939,36.650828,46.594486,47.445735,41.105813,18.113491,50.0,
3.536,0.250959,3652.092841,4532.663967,9.258882,26.610705,42.313042,2696.521203,71.581735,120.420859,0.327503,80.340027,50.324743,2625.209345,24.852792,49.428265,3092.316554,22.805808,65.921384,230.503842,341.350587,94.587665,77.300921,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.21212,38.424743,45.928265,47.445735,41.105813,18.113491,50.0,
3.551,0.24921,3667.211024,4548.883873,9.375697,26.884738,42.558786,2696.15019,71.411411,120.442665,0.331431,80.328972,51.160213,2625.046507,24.76941,49.33296,3092.421235,22.859732,65.948249,230.605571,341.096524,94.591793,77.296011,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.175019,39.260213,45.83296,47.445735,41.105813,18.113491,50.0,
3.565,0.250513,3672.020678,4523.512193,9.361887,26.782951,42.544773,2696.485829,71.194326,120.442892,0.329409,80.337295,49.333785,2625.749322,25.028322,51.458616,3092.701559,23.47564,65.930256,227.783522,341.791796,94.600761,77.286316,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.208583,37.433785,47.958616,47.445735,41.105813,18.113491,50.0,
3.579,0.248933,3653.954762,4537.260213,9.356838,26.80753,42.092979,2696.672893,71.672795,120.409715,0.330204,80.334239,48.674043,2624.746746,24.913787,50.576997,3093.037853,23.263893,65.942215,230.657957,341.242655,94.592716,77.297501,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.227289,36.774043,47.076997,47.445735,41.105813,18.113491,50.0,
3.593,0.250208,3617.158597,4522.350476,9.243866,26.819425,41.945458,2696.275678,71.795718,120.422929,0.330401,80.333409,50.568962,2625.292221,25.568693,49.834473,3092.209044,23.015186,65.926035,229.937965,341.495721,94.614948,77.301827,32.353657,9.24868,26.26808,6.793005,18.55959,1.722433,33.055872,14.314832,23.211326,1.012061,18.248098,2.382612,4.830879,2.277846,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.187568,38.668962,46.334473,47.445735,41.105813,18.113491,50.0,
3.607,0.250714,3646.240428,4490.33581,9.348757,26.694158,42.202818,2696.500756,71.036258,120.439222,0.328442,80.344031,49.361519,2625.040206,25.133239,50.305382,3092.541544,23.064757,65.943345,227.554595,341.657477,94.594179,77.307269,31.958689,9.292548,26.275215,6.910383,19.338447,1.717575,33.172935,14.303798,23.528493,1.148816,18.559384,2.349279,4.814383,2.372709,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.210076,37.461519,46.805382,47.445735,41.105813,18.113491,50.0,
3.621,0.24992,3686.777027,4489.979051,9.329309,26.595301,42.015719,2696.285922,71.730941,120.432891,0.327051,80.312832,49.175246,2624.759834,24.605125,49.47711,3092.653079,22.749233,65.941168,230.57745,341.109338,94.596582,77.30073,31.958689,9.292548,26.275215,6.910383,19.338447,1.717575,33.172935,14.303798,23.528493,1.148816,18.559384,2.349279,4.814383,2.372709,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.188592,37.275246,45.97711,47.445735,41.105813,18.113491,50.0,
3.635,0.249567,3659.971828,4498.409403,9.349363,26.759573,42.320462,2695.931402,71.351285,120.440975,0.324111,80.338245,50.832965,2624.656462,25.448833,51.278698,3092.60124,22.720161,65.948308,228.568703,341.142997,94.595791,77.279903,31.958689,9.292548,26.275215,6.910383,19.338447,1.717575,33.172935,14.303798,23.528493,1.148816,18.559384,2.349279,4.814383,2.372709,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.15314,38.932965,47.778698,47.445735,41.105813,18.113491,50.0,
3.649,0.248755,3660.324832,4499.126863,9.371419,27.076693,42.321823,2696.709487,71.523453,120.436769,0.326002,80.321979,49.660087,2625.73907,25.235342,50.979038,3092.270198,22.88848,65.912662,227.596804,341.250671,94.604307,77.287289,31.958689,9.292548,26.275215,6.910383,19.338447,1.717575,33.172935,14.303798,23.528493,1.148816,18.559384,2.349279,4.814383,2.372709,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.230949,37.760087,47.479038,47.445735,41.105813,18.113491,50.0,
3.662,0.249329,3641.447382,4455.424986,9.312916,27.298867,41.95419,2695.935211,71.754905,120.445989,0.326908,80.32166,48.753851,2625.533187,25.188653,49.374209,3092.585999,23.355241,65.92271,229.234512,341.20573,94.597233,77.313495,31.958689,9.292548,26.275215,6.910383,19.338447,1.717575,33.172935,14.303798,23.528493,1.148816,18.559384,2.349279,4.814383,2.372709,0.013847,0.804499,0.094319,54.089152,43.652261,63.05263,53.979707,24.643558,61.301921,22.21,39.153521,36.853851,45.874209,47.445735,41.105813,18.113491,50.0,
